code,HRG 1,Code Description
B510,WJ02,Plasmodium vivax malaria with rupture of spleen
B518,WJ02,Plasmodium vivax malaria with other complications
B519,WJ03,Plasmodium vivax malaria without complication
B520,WJ02,Plasmodium malariae malaria with nephropathy
B528,WJ02,Plasmodium malariae malaria with other complications
B529,WJ03,Plasmodium malariae malaria without complication
B530,WJ03,Plasmodium ovale malaria
B531,WJ01,Malaria due to simian plasmodia
B538,WJ03,"Other parasitologically confirmed malaria, not elsewhere classified"
B54X,WJ03,Unspecified malaria
B550,WJ01,Visceral leishmaniasis
B551,WJ01,Cutaneous leishmaniasis
B552,WJ01,Mucocutaneous leishmaniasis
B559,WJ01,"Leishmaniasis, unspecified"
B560,WJ01,Gambiense trypanosomiasis
B561,WJ01,Rhodesiense trypanosomiasis
B569,WJ01,"African trypanosomiasis, unspecified"
B570,EB14,Acute Chagas disease with heart involvement
B571,WJ01,Acute Chagas disease without heart involvement
B572,EB14,Chagas disease (chronic) with heart involvement
B573,GC17,Chagas disease (chronic) with digestive system involvement
B574,WJ01,Chagas disease (chronic) with nervous system involvement
B575,WJ01,Chagas disease (chronic) with other organ involvement
B580,WJ01,Toxoplasma oculopathy
B581,WJ01,Toxoplasma hepatitis
B582,AA22,Toxoplasma meningoencephalitis
B583,WJ01,Pulmonary toxoplasmosis
B588,WJ01,Toxoplasmosis with other organ involvement
B589,WJ01,"Toxoplasmosis, unspecified"
B59X,DZ11,Pneumocystosis
B600,WJ01,Babesiosis
B601,WJ01,Acanthamoebiasis
B602,WJ01,Naegleriasis
B608,WJ01,Other specified protozoal diseases
B64X,WJ01,Unspecified protozoal disease
B650,LA04,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
B651,FD01,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
B652,WJ02,Schistosomiasis due to Schistosoma japonicum
B653,WJ02,Cercarial dermatitis
B658,WJ02,Other schistosomiases
B659,FD01,"Schistosomiasis, unspecified"
B660,GC17,Opisthorchiasis
B661,GC17,Clonorchiasis
B662,WJ02,Dicrocoeliasis
B663,GC17,Fascioliasis
B664,GC17,Paragonimiasis
B665,GC17,Fasciolopsiasis
B668,WJ02,Other specified fluke infections
B669,WJ02,"Fluke infection, unspecified"
B670,GC17,Echinococcus granulosus infection of liver
B671,DZ11,Echinococcus granulosus infection of lung
B672,WJ01,Echinococcus granulosus infection of bone
B673,WJ01,"Echinococcus granulosus infection, other and multiple sites"
B674,WJ01,"Echinococcus granulosus infection, unspecified"
B675,GC17,Echinococcus multilocularis infection of liver
B676,WJ01,"Echinococcus multilocularis infection, other and multiple sites"
B677,WJ01,"Echinococcus multilocularis infection, unspecified"
B678,GC17,"Echinococcosis, unspecified, of liver"
B679,WJ01,"Echinococcosis, other and unspecified"
B680,FD01,Taenia solium taeniasis
B681,FD01,Taenia saginata taeniasis
B689,FD01,"Taeniasis, unspecified"
B690,AA22,Cysticercosis of central nervous system
B691,BZ24,Cysticercosis of eye
B698,FD01,Cysticercosis of other sites
B699,FD01,"Cysticercosis, unspecified"
B700,FD01,Diphyllobothriasis
B701,FD01,Sparganosis
B710,FD01,Hymenolepiasis
B711,FD01,Dipylidiasis
B718,FD01,Other specified cestode infections
B719,FD01,"Cestode infection, unspecified"
B72X,WJ01,Dracunculiasis
B73X,WJ01,Onchocerciasis
B740,WJ01,Filariasis due to Wuchereria bancrofti
B741,WJ01,Filariasis due to Brugia malayi
B742,WJ01,Filariasis due to Brugia timori
B743,WJ01,Loiasis
B744,WJ01,Mansonelliasis
B748,WJ01,Other filariases
B749,WJ01,"Filariasis, unspecified"
B75X,WJ01,Trichinellosis
B760,FD01,Ancylostomiasis
B761,FD01,Necatoriasis
B768,FD01,Other hookworm diseases
B769,FD01,"Hookworm disease, unspecified"
B770,FD01,Ascariasis with intestinal complications
B778,FD01,Ascariasis with other complications
B779,FD01,"Ascariasis, unspecified"
B780,FD01,Intestinal strongyloidiasis
B781,FD01,Cutaneous strongyloidiasis
B787,FD01,Disseminated strongyloidiasis
B789,FD01,"Strongyloidiasis, unspecified"
B79X,FD01,Trichuriasis
B80X,FD01,Enterobiasis
B810,FD01,Anisakiasis
B811,FD01,Intestinal capillariasis
B812,FD01,Trichostrongyliasis
B813,FD01,Intestinal angiostrongyliasis
B814,FD01,Mixed intestinal helminthiases
B818,FD01,Other specified intestinal helminthiases
B820,FD01,"Intestinal helminthiasis, unspecified"
B829,FD01,"Intestinal parasitism, unspecified"
B830,FD01,Visceral larva migrans
B831,FD01,Gnathostomiasis
B832,FD01,Angiostrongyliasis due to Parastrongylus cantonensis
B833,FD01,Syngamiasis
B834,FD01,Internal hirudiniasis
B838,FD01,Other specified helminthiases
B839,FD01,"Helminthiasis, unspecified"
B850,WJ03,Pediculosis due to Pediculus humanus capitis
B851,WJ03,Pediculosis due to Pediculus humanus corporis
B852,WJ03,"Pediculosis, unspecified"
B853,WJ03,Phthiriasis
B854,WJ03,Mixed pediculosis and phthiriasis
B86X,WJ03,Scabies
B870,WJ03,Cutaneous myiasis
B871,WJ03,Wound myiasis
B872,WJ02,Ocular myiasis
B873,WJ02,Nasopharyngeal myiasis
B874,WJ02,Aural myiasis
B878,WJ02,Myiasis of other sites
B879,WJ03,"Myiasis, unspecified"
B880,WJ03,Other acariasis
B881,WJ02,Tungiasis [sandflea infestation]
B882,WJ03,Other arthropod infestations
B883,WJ03,External hirudiniasis
B888,WJ03,Other specified infestations
B889,WJ03,"Infestation, unspecified"
B89X,WJ03,Unspecified parasitic disease
B900,UZ01,Sequelae of central nervous system tuberculosis
B901,UZ01,Sequelae of genitourinary tuberculosis
B902,UZ01,Sequelae of tuberculosis of bones and joints
B908,UZ01,Sequelae of tuberculosis of other organs
B909,UZ01,Sequelae of respiratory and unspecified tuberculosis
B91X,UZ01,Sequelae of poliomyelitis
B92X,UZ01,Sequelae of leprosy
B940,UZ01,Sequelae of trachoma
B941,UZ01,Sequelae of viral encephalitis
B942,UZ01,Sequelae of viral hepatitis
B948,UZ01,Sequelae of other specified infectious and parasitic diseases
B949,UZ01,Sequelae of unspecified infectious or parasitic disease
B950,UZ01,"Streptococcus, group A, as the cause of diseases classified to other chapters"
B951,UZ01,"Streptococcus, group B, as the cause of diseases classified to other chapters"
B952,UZ01,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters
B953,UZ01,Streptococcus pneumoniae as the cause of diseases classified to other chapters
B954,UZ01,Other streptococcus as the cause of diseases classified to other chapters
B955,UZ01,Unspecified streptococcus as the cause of diseases classified to other chapters
B956,UZ01,Staphylococcus aureus as the cause of diseases classified to other chapters
B957,UZ01,Other staphylococcus as the cause of diseases classified to other chapters
B958,UZ01,Unspecified staphylococcus as the cause of diseases classified to other chapters
B960,UZ01,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters
B961,UZ01,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters
B962,UZ01,Escherichia coli [E. coli] as the cause of diseases classified to other chapters
B963,UZ01,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters
B964,UZ01,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters
B965,UZ01,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters
B966,UZ01,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters
B967,UZ01,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters
B968,UZ01,Other specified bacterial agents as the cause of diseases classified to other chapters
B970,UZ01,Adenovirus as the cause of diseases classified to other chapters
B971,UZ01,Enterovirus as the cause of diseases classified to other chapters
B972,UZ01,Coronavirus as the cause of diseases classified to other chapters
B973,UZ01,Retrovirus as the cause of diseases classified to other chapters
B974,UZ01,Respiratory syncytial virus as the cause of diseases classified to other chapters
B975,UZ01,Reovirus as the cause of diseases classified to other chapters
B976,UZ01,Parvovirus as the cause of diseases classified to other chapters
B977,UZ01,Papillomavirus as the cause of diseases classified to other chapters
B978,UZ01,Other viral agents as the cause of diseases classified to other chapters
B980,UZ01,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters
B981,UZ01,Vibrio vulnificus as the cause of diseases classified to other chapters
B99X,WJ03,Other and unspecified infectious diseases
C000,CB01,Malignant neoplasm: External upper lip
C001,CB01,Malignant neoplasm: External lower lip
C002,CB01,"Malignant neoplasm: External lip, unspecified"
C003,CB01,"Malignant neoplasm: Upper lip, inner aspect"
C004,CB01,"Malignant neoplasm: Lower lip, inner aspect"
C005,CB01,"Malignant neoplasm: Lip, unspecified, inner aspect"
C006,CB01,Malignant neoplasm: Commissure of lip
C008,CB01,Malignant neoplasm: Overlapping lesion of lip
C009,CB01,"Malignant neoplasm: Lip, unspecified"
C01X,CB01,Malignant neoplasm of base of tongue
C020,CB01,Malignant neoplasm: Dorsal surface of tongue
C021,CB01,Malignant neoplasm: Border of tongue
C022,CB01,Malignant neoplasm: Ventral surface of tongue
C023,CB01,"Malignant neoplasm: Anterior two-thirds of tongue, part unspecified"
C024,CB01,Malignant neoplasm: Lingual tonsil
C028,CB01,Malignant neoplasm: Overlapping lesion of tongue
C029,CB01,"Malignant neoplasm: Tongue, unspecified"
C030,CB01,Malignant neoplasm: Upper gum
C031,CB01,Malignant neoplasm: Lower gum
C039,CB01,"Malignant neoplasm: Gum, unspecified"
C040,CB01,Malignant neoplasm: Anterior floor of mouth
C041,CB01,Malignant neoplasm: Lateral floor of mouth
C048,CB01,Malignant neoplasm: Overlapping lesion of floor of mouth
C049,CB01,"Malignant neoplasm: Floor of mouth, unspecified"
C050,CB01,Malignant neoplasm: Hard palate
C051,CB01,Malignant neoplasm: Soft palate
C052,CB01,Malignant neoplasm: Uvula
C058,CB01,Malignant neoplasm: Overlapping lesion of palate
C059,CB01,"Malignant neoplasm: Palate, unspecified"
C060,CB01,Malignant neoplasm: Cheek mucosa
C061,CB01,Malignant neoplasm: Vestibule of mouth
C062,CB01,Malignant neoplasm: Retromolar area
C068,CB01,Malignant neoplasm: Overlapping lesion of other and unspecified parts of mouth
C069,CB01,"Malignant neoplasm: Mouth, unspecified"
C07X,CB01,Malignant neoplasm of parotid gland
C080,CB01,Malignant neoplasm: Submandibular gland
C081,CB01,Malignant neoplasm: Sublingual gland
C088,CB01,Malignant neoplasm: Overlapping lesion of major salivary glands
C089,CB01,"Malignant neoplasm: Major salivary gland, unspecified"
C090,CB01,Malignant neoplasm: Tonsillar fossa
C091,CB01,Malignant neoplasm: Tonsillar pillar (anterior)(posterior)
C098,CB01,Malignant neoplasm: Overlapping lesion of tonsil
C099,CB01,"Malignant neoplasm: Tonsil, unspecified"
C100,CB01,Malignant neoplasm: Vallecula
C101,CB01,Malignant neoplasm: Anterior surface of epiglottis
C102,CB01,Malignant neoplasm: Lateral wall of oropharynx
C103,CB01,Malignant neoplasm: Posterior wall of oropharynx
C104,CB01,Malignant neoplasm: Branchial cleft
C108,CB01,Malignant neoplasm: Overlapping lesion of oropharynx
C109,CB01,"Malignant neoplasm: Oropharynx, unspecified"
C110,CB01,Malignant neoplasm: Superior wall of nasopharynx
C111,CB01,Malignant neoplasm: Posterior wall of nasopharynx
C112,CB01,Malignant neoplasm: Lateral wall of nasopharynx
C113,CB01,Malignant neoplasm: Anterior wall of nasopharynx
C118,CB01,Malignant neoplasm: Overlapping lesion of nasopharynx
C119,CB01,"Malignant neoplasm: Nasopharynx, unspecified"
C12X,CB01,Malignant neoplasm of piriform sinus
C130,CB01,Malignant neoplasm: Postcricoid region
C131,CB01,"Malignant neoplasm: Aryepiglottic fold, hypopharyngeal aspect"
C132,CB01,Malignant neoplasm: Posterior wall of hypopharynx
C138,CB01,Malignant neoplasm: Overlapping lesion of hypopharynx
C139,CB01,"Malignant neoplasm: Hypopharynx, unspecified"
C140,CB01,"Malignant neoplasm: Pharynx, unspecified"
C142,CB01,Malignant neoplasm: Waldeyer ring
C148,CB01,"Malignant neoplasm: Overlapping lesion of lip, oral cavity and pharynx"
C150,FD11,Malignant neoplasm: Cervical part of oesophagus
C151,FD11,Malignant neoplasm: Thoracic part of oesophagus
C152,FD11,Malignant neoplasm: Abdominal part of oesophagus
C153,FD11,Malignant neoplasm: Upper third of oesophagus
C154,FD11,Malignant neoplasm: Middle third of oesophagus
C155,FD11,Malignant neoplasm: Lower third of oesophagus
C158,FD11,Malignant neoplasm: Overlapping lesion of oesophagus
C159,FD11,"Malignant neoplasm: Oesophagus, unspecified"
C160,FD11,Malignant neoplasm: Cardia
C161,FD11,Malignant neoplasm: Fundus of stomach
C162,FD11,Malignant neoplasm: Body of stomach
C163,FD11,Malignant neoplasm: Pyloric antrum
C164,FD11,Malignant neoplasm: Pylorus
C165,FD11,"Malignant neoplasm: Lesser curvature of stomach, unspecified"
C166,FD11,"Malignant neoplasm: Greater curvature of stomach, unspecified"
C168,FD11,Malignant neoplasm: Overlapping lesion of stomach
C169,FD11,"Malignant neoplasm: Stomach, unspecified"
C170,FD11,Malignant neoplasm: Duodenum
C171,FD11,Malignant neoplasm: Jejunum
C172,FD11,Malignant neoplasm: Ileum
C173,FD11,Malignant neoplasm: Meckel diverticulum
C178,FD11,Malignant neoplasm: Overlapping lesion of small intestine
C179,FD11,"Malignant neoplasm: Small intestine, unspecified"
C180,FD11,Malignant neoplasm: Caecum
C181,FD11,Malignant neoplasm: Appendix
C182,FD11,Malignant neoplasm: Ascending colon
C183,FD11,Malignant neoplasm: Hepatic flexure
C184,FD11,Malignant neoplasm: Transverse colon
C185,FD11,Malignant neoplasm: Splenic flexure
C186,FD11,Malignant neoplasm: Descending colon
C187,FD11,Malignant neoplasm: Sigmoid colon
C188,FD11,Malignant neoplasm: Overlapping lesion of colon
C189,FD11,"Malignant neoplasm: Colon, unspecified"
C19X,FD11,Malignant neoplasm of rectosigmoid junction
C20X,FD11,Malignant neoplasm of rectum
C210,FD11,"Malignant neoplasm: Anus, unspecified"
C211,FD11,Malignant neoplasm: Anal canal
C212,FD11,Malignant neoplasm: Cloacogenic zone
C218,FD11,"Malignant neoplasm: Overlapping lesion of rectum, anus and anal canal"
C220,GC12,Malignant neoplasm: Liver cell carcinoma
C221,GC12,Malignant neoplasm: Intrahepatic bile duct carcinoma
C222,GC12,Malignant neoplasm: Hepatoblastoma
C223,GC12,Malignant neoplasm: Angiosarcoma of liver
C224,GC12,Malignant neoplasm: Other sarcomas of liver
C227,GC12,Malignant neoplasm: Other specified carcinomas of liver
C229,GC12,"Malignant neoplasm: Liver, unspecified"
C23X,GC12,Malignant neoplasm of gallbladder
C240,GC12,Malignant neoplasm: Extrahepatic bile duct
C241,GC12,Malignant neoplasm: Ampulla of Vater
C248,GC12,Malignant neoplasm: Overlapping lesion of biliary tract
C249,GC12,"Malignant neoplasm: Biliary tract, unspecified"
C250,GC12,Malignant neoplasm: Head of pancreas
C251,GC12,Malignant neoplasm: Body of pancreas
C252,GC12,Malignant neoplasm: Tail of pancreas
C253,GC12,Malignant neoplasm: Pancreatic duct
C254,GC12,Malignant neoplasm: Endocrine pancreas
C257,GC12,Malignant neoplasm: Other parts of pancreas
C258,GC12,Malignant neoplasm: Overlapping lesion of pancreas
C259,GC12,"Malignant neoplasm: Pancreas, unspecified"
C260,FD11,"Malignant neoplasm: Intestinal tract, part unspecified"
C261,SA08,Malignant neoplasm: Spleen
C268,FD11,Malignant neoplasm: Overlapping lesion of digestive system
C269,FD11,Malignant neoplasm: Ill-defined sites within the digestive system
C300,CB01,Malignant neoplasm: Nasal cavity
C301,CB01,Malignant neoplasm: Middle ear
C310,CB01,Malignant neoplasm: Maxillary sinus
C311,CB01,Malignant neoplasm: Ethmoidal sinus
C312,CB01,Malignant neoplasm: Frontal sinus
C313,CB01,Malignant neoplasm: Sphenoidal sinus
C318,CB01,Malignant neoplasm: Overlapping lesion of accessory sinuses
C319,CB01,"Malignant neoplasm: Accessory sinus, unspecified"
C320,CB01,Malignant neoplasm: Glottis
C321,CB01,Malignant neoplasm: Supraglottis
C322,CB01,Malignant neoplasm: Subglottis
C323,CB01,Malignant neoplasm: Laryngeal cartilage
C328,CB01,Malignant neoplasm: Overlapping lesion of larynx
C329,CB01,"Malignant neoplasm: Larynx, unspecified"
C33X,DZ17,Malignant neoplasm of trachea
C340,DZ17,Malignant neoplasm: Main bronchus
C341,DZ17,"Malignant neoplasm: Upper lobe, bronchus or lung"
C342,DZ17,"Malignant neoplasm: Middle lobe, bronchus or lung"
C343,DZ17,"Malignant neoplasm: Lower lobe, bronchus or lung"
C348,DZ17,Malignant neoplasm: Overlapping lesion of bronchus and lung
C349,DZ17,"Malignant neoplasm: Bronchus or lung, unspecified"
C37X,DZ17,Malignant neoplasm of thymus
C380,EB14,Malignant neoplasm: Heart
C381,DZ17,Malignant neoplasm: Anterior mediastinum
C382,DZ17,Malignant neoplasm: Posterior mediastinum
C383,DZ17,"Malignant neoplasm: Mediastinum, part unspecified"
C384,DZ17,Malignant neoplasm: Pleura
C388,DZ17,"Malignant neoplasm: Overlapping lesion of heart, mediastinum and pleura"
C390,DZ17,"Malignant neoplasm: Upper respiratory tract, part unspecified"
C398,DZ17,Malignant neoplasm: Overlapping lesion of respiratory and intrathoracic organs
C399,DZ17,Malignant neoplasm: Ill-defined sites within the respiratory system
C400,HD40,Malignant neoplasm: Scapula and long bones of upper limb
C401,HD40,Malignant neoplasm: Short bones of upper limb
C402,HD40,Malignant neoplasm: Long bones of lower limb
C403,HD40,Malignant neoplasm: Short bones of lower limb
C408,HD40,Malignant neoplasm: Overlapping lesion of bone and articular cartilage of limbs
C409,HD40,"Malignant neoplasm: Bone and articular cartilage of limb, unspecified"
C410,AA24,Malignant neoplasm: Bones of skull and face
C411,CB01,Malignant neoplasm: Mandible
C412,HC30,Malignant neoplasm: Vertebral column
C413,HD40,"Malignant neoplasm: Ribs, sternum and clavicle"
C414,HD40,"Malignant neoplasm: Pelvic bones, sacrum and coccyx"
C418,HD40,Malignant neoplasm: Overlapping lesion of bone and articular cartilage
C419,HD40,"Malignant neoplasm: Bone and articular cartilage, unspecified"
C430,JD07,Malignant neoplasm: Malignant melanoma of lip
C431,JD07,"Malignant neoplasm: Malignant melanoma of eyelid, including canthus"
C432,JD07,Malignant neoplasm: Malignant melanoma of ear and external auricular canal
